smiles,pACT
CCOC(=O)C1=C(CN2CCOCC2)NC(c2c(F)cc(F)cc2F)=NC1c1ccc(F)cc1Cl,4.98
CCOC(=O)C1=C(CN2CCOCC2)NC(c2c(F)cc(F)cc2F)=NC1c1ccc(F)cc1Cl.Cl,5.63
CCOC(=O)C1=C(CN2CCOCC2)NC(c2c(F)cc(F)cc2N2CCOCC2)=NC1c1ccc(F)cc1Cl,5.36
CCOC(=O)C1=C(CN2CCOCC2)NC(c2ccccn2)=NC1c1ccc(F)cc1Br,7.38
CCOC(=O)C1=C(CN2CCOCC2)NC(c2cccs2)=NC1c1ccc(F)cc1Br,7.16
CCOC(=O)C1=C(CN2CCOCC2)NC(c2nc(CC(=O)OC)cs2)=NC1c1ccc(F)cc1Br,6.97
CCOC(=O)C1=C(CN2CCOCC2)NC(c2nccn2C)=NC1c1ccc(F)cc1Br,7.82
CCOC(=O)C1=C(CN2CCOCC2)NC(c2nccs2)=NC1c1ccc(Cl)cc1Cl,8.52
CCOC(=O)C1=C(CN2CCOCC2)NC(c2nccs2)=NC1c1ccc(F)cc1Br,8.2
CCOC(=O)C1=C(CN2CCOCC2)NC(c2nccs2)=NC1c1ccc(F)cc1Cl,8.3
CCOC(=O)C1=C(CN2CCOCC2)NC(c2nccs2)=NC1c1ccccc1Cl,7.8
CCOC(=O)C1=C(CN2CCOCC2)NC(c2nccs2)=NC1c1ccccc1[N+](=O)[O-],7.0
CCOC(=O)C1=C(CN2CCOCC2)NC(c2nccs2)=N[C@@H]1c1ccc(F)cc1Br,5.47
CCOC(=O)C1=C(CN2CCOCC2)NC(c2nccs2)=N[C@H]1c1ccc(F)cc1Br,8.01
CCOC(=O)C1=C(CN2CCOCC2)NC(c2nncs2)=NC1c1ccc(F)cc1Br,7.46
CCOC(=O)C1=C(CN2CCOCC2C(=O)NC)NC(c2nccs2)=NC1c1ccc(F)cc1Br,6.78
CCOC(=O)C1=C(CN2CCOCC2C(=O)NS(C)(=O)=O)NC(c2nccs2)=NC1c1ccc(F)cc1Br,5.64
CCOC(=O)C1=C(CN2CCOCC2C(=O)O)NC(c2nccs2)=NC1c1ccc(F)cc1Br,7.37
CCOC(=O)C1=C(CN2CCOCC2C(=O)O)NC(c2nccs2)=NC1c1ccc(F)cc1Cl,7.21
CCOC(=O)C1=C(CN2CCOCC2C(=O)OC(C)C)NC(c2nccs2)=NC1c1ccc(F)cc1Br,7.37
CCOC(=O)C1=C(CN2CCOCC2C(=O)OC)NC(c2nccs2)=NC1c1ccc(F)cc1Br,7.96
CCOC(=O)C1=C(CN2CCOCC2C(N)=O)NC(c2nccs2)=NC1c1ccc(F)cc1Br,7.96
CCOC(=O)C1=C(CN2CCOCC2CC(=O)O)NC(c2nccs2)=NC1c1ccc(F)cc1Br,6.58
CCOC(=O)C1=C(CN2CCOCC2CCC(=O)O)NC(c2nccs2)=NC1c1ccc(F)cc1Br,7.27
CCOC(=O)C1=C(CN2CCOCC2CO)NC(c2nccs2)=NC1c1ccc(Cl)cc1Cl,7.44
CCOC(=O)C1=C(CN2CCOC[C@@H]2C(=O)O)NC(c2nccs2)=N[C@H]1c1ccc(Cl)cc1Cl,6.54
CCOC(=O)C1=C(CN2CCOC[C@@H]2CCC(=O)O)NC(c2nccs2)=N[C@H]1c1ccc(F)cc1Br,8.1
CCOC(=O)C1=C(CN2CCOC[C@H]2C(=O)O)NC(c2nccs2)=NC1c1ccc(Cl)cc1Cl,8.07
CCOC(=O)C1=C(CN2CCOC[C@H]2C(=O)O)NC(c2nccs2)=NC1c1ccc(F)cc1Br,7.72
CCOC(=O)C1=C(CN2CCOC[C@H]2C(=O)O)NC(c2nccs2)=NC1c1ccc(F)cc1Cl,7.62
CCOC(=O)C1=C(CN2CCOC[C@H]2C(=O)O)NC(c2nccs2)=N[C@@H]1c1ccc(Cl)cc1Cl,5.61
CCOC(=O)C1=C(CN2CCOC[C@H]2C(=O)O)NC(c2nccs2)=N[C@H]1c1ccc(Br)cc1Cl,8.52
CCOC(=O)C1=C(CN2CCOC[C@H]2C(=O)O)NC(c2nccs2)=N[C@H]1c1ccc(C)cc1Cl,8.52
CCOC(=O)C1=C(CN2CCOC[C@H]2C(=O)O)NC(c2nccs2)=N[C@H]1c1ccc(Cl)cc1Cl,9.0
CCOC(=O)C1=C(CN2CCOC[C@H]2C(=O)O)NC(c2nccs2)=N[C@H]1c1ccc(F)c(F)c1Br,9.15
CCOC(=O)C1=C(CN2CCOC[C@H]2C(=O)O)NC(c2nccs2)=N[C@H]1c1ccc(F)c(F)c1C,9.22
CCOC(=O)C1=C(CN2CCOC[C@H]2C(=O)O)NC(c2nccs2)=N[C@H]1c1ccc(F)c(F)c1Cl,9.22
CCOC(=O)C1=C(CN2CCOC[C@H]2C(=O)O)NC(c2nccs2)=N[C@H]1c1ccc(F)cc1,7.82
CCOC(=O)C1=C(CN2CCOC[C@H]2C(=O)O)NC(c2nccs2)=N[C@H]1c1ccc(F)cc1Br,9.0
CCOC(=O)C1=C(CN2CCOC[C@H]2C(=O)O)NC(c2nccs2)=N[C@H]1c1ccc(F)cc1C,8.52
CCOC(=O)C1=C(CN2CCOC[C@H]2C(=O)O)NC(c2nccs2)=N[C@H]1c1ccc(F)cc1Cl,8.7
CCOC(=O)C1=C(CN2CCOC[C@H]2C(=O)O)NC(c2nccs2)=N[C@H]1c1ccc(F)cc1F,7.85
CCOC(=O)C1=C(CN2CCOC[C@H]2C(=O)O)NC(c2nccs2)=N[C@H]1c1cccc(F)c1Br,9.15
CCOC(=O)C1=C(CN2CCOC[C@H]2C(=O)O)NC(c2nccs2)=N[C@H]1c1cccc(F)c1Cl,9.1
CCOC(=O)C1=C(CN2CCOC[C@H]2C(=O)O)NC(c2nccs2)=N[C@H]1c1ccccc1Cl,7.85
CCOC(=O)C1=C(CN2CCOC[C@H]2CCC(=O)O)NC(c2nccs2)=N[C@H]1c1ccc(F)cc1Br,6.81
CCOC(=O)C1=C(CN2CCOC[C@H]2CO)NC(c2nccs2)=N[C@H]1c1ccc(F)cc1Br,7.68
CCOC(=O)C1=C(CN2CCO[C@@H](CCC(=O)O)C2)NC(c2nccs2)=N[C@H]1c1ccc(F)cc1Br,7.03
CCOC(=O)C1=C(CN2CCO[C@H](C)[C@H]2C(=O)O)NC(c2nccs2)=NC1c1ccc(F)cc1Br,8.03
CCOC(=O)C1=C(CN2CCO[C@H](C)[C@H]2C(=O)O)NC(c2nccs2)=N[C@H]1c1ccc(F)cc1Br,8.3
CCOC(=O)C1=C(CN2CCO[C@H](CCC(=O)O)C2)NC(c2nccs2)=N[C@H]1c1ccc(F)cc1Br,7.41
CCOC(=O)C1=C(CN2CCS(=O)(=O)CC2)NC(c2nccs2)=NC1c1ccc(F)cc1Br,6.92
CCOC(=O)C1=C(CN2CC[S+]([O-])CC2)NC(c2nccs2)=NC1c1ccc(F)cc1Br,7.0
CCOC(=O)C1=C(CNC(Cc2ccccc2)C(=O)O)NC(c2nccs2)=NC1c1ccc(F)cc1Br,6.31
CCOC(=O)C1=C2CCCCN2C(c2nccs2)=NC1c1ccc(F)cc1Cl,5.85
CCOC(=O)C1=C2CCCN2C(c2ccc(F)cn2)=NC1c1ccc(F)cc1Cl,5.08
CCOC(=O)C1=C2CCCN2C(c2ccsn2)=NC1c1ccc(F)cc1Cl,5.55
CCOC(=O)C1=C2CCCN2C(c2ncc(F)cc2F)=NC1c1ccc(F)cc1Cl,5.8
CCOC(=O)C1=C2CCCN2C(c2nccn2C)=NC1c1ccc(F)cc1Cl,5.7
CCOC(=O)C1=C2CCCN2C(c2ncco2)=NC1c1ccc(F)cc1Cl,5.2
CCOC(=O)C1=C2CCCN2C(c2nccs2)=NC1c1cc(Cl)sc1Cl,5.77
CCOC(=O)C1=C2CCCN2C(c2nccs2)=NC1c1ccc(F)c(F)c1,6.37
CCOC(=O)C1=C2CCCN2C(c2nccs2)=NC1c1ccc(F)cc1,5.92
CCOC(=O)C1=C2CCCN2C(c2nccs2)=NC1c1ccc(F)cc1Br,6.68
CCOC(=O)C1=C2CCCN2C(c2nccs2)=NC1c1ccc(F)cc1C,6.35
CCOC(=O)C1=C2CCCN2C(c2nccs2)=NC1c1ccc(F)cc1Cl,6.52
CCOC(=O)C1=C2CCCN2C(c2nccs2)=NC1c1ccc(F)cc1F,6.29
CCOC(=O)C1=C2CCCN2C(c2nccs2)=NC1c1cccc(F)c1Cl,6.51
CCOC(=O)C1=C2CCN2C(c2nccs2)=NC1c1ccc(F)cc1Cl,5.39
CCOC(=O)C1=C2CN(C(C)=O)CCN2C(c2nccs2)=NC1c1ccc(F)cc1Br,6.11
CCOC(=O)C1=C2CN(S(C)(=O)=O)CCN2C(c2nccs2)=NC1c1ccc(F)cc1Br,6.09
CCOC(=O)C1=C2CNC(=O)CN2C(c2nccs2)=NC1c1ccc(F)cc1Br,5.46
CCOC(=O)C1=C2CNCCN2C(c2nccs2)=NC1c1ccc(F)cc1Br,5.03
CCOC(=O)C1=C2COCCN2C(c2nccs2)=NC1c1ccc(F)cc1Br,5.6
CCOC(=O)C1=C2C[C@@H](NS(C)(=O)=O)CN2C(c2nccs2)=N[C@H]1c1ccc(F)cc1Cl,4.16
CCOC(=O)C1=C2C[C@H](NS(C)(=O)=O)CN2C(c2nccs2)=N[C@H]1c1ccc(F)cc1Cl,5.0
CCOC(=O)CCCCCOC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,4.33
CCOC(=O)CCCOC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,4.51
CCOC(=O)CCc1ccccc1OP(=O)(N[C@@H](C)C(=O)OCC)OC[C@@H]1OC[C@H](n2cnc3c(N)ncnc32)O1,6.52
CCOC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,6.68
CCOC(=O)[C@@H](C(C)C)N1CCCO[P@@]1(=O)COCCn1cnc2c(N)ncnc21.O=C(O)/C=C/C(=O)O,4.3
CCOC(=O)[C@@H](C(C)C)N1CCCO[P@]1(=O)COCCn1cnc2c(N)ncnc21.O=C(O)/C=C/C(=O)O,4.3
CCOC(=O)[C@@H](C)NP(=O)(OC[C@@H]1C=C[C@H](n2cnc3c(NC4CC4)nc(N)nc32)C1)Oc1ccccc1,6.7
CCOC(=O)[C@H](C(C)C)N1CCCO[P@@]1(=O)COCCn1cnc2c(N)ncnc21.O=C(O)/C=C/C(=O)O,4.3
CCOC(=O)[C@H](C(C)C)N1CCCO[P@]1(=O)COCCn1cnc2c(N)ncnc21.O=C(O)/C=C/C(=O)O,5.52
CCOC(=O)[C@H](C)NP(=O)(OC[C@@H]1OC[C@H](n2cnc3c(N)nc(N)nc32)O1)c1ccccc1,6.52
CCOC(=O)[C@H](C)NP(=O)(OC[C@@H]1OC[C@H](n2cnc3c(N)ncnc32)O1)Oc1ccccc1,7.52
CCOC(=O)[C@H](C)NP(=O)(OC[C@@H]1OC[C@H](n2cnc3c(NC(C)=O)nc(N)nc32)O1)c1ccccc1,5.03
CCOC(=O)[C@H](C)NP(=O)(OC[C@@H]1OC[C@H](n2cnc3c(NC4CC4)ncnc32)O1)Oc1ccccc1,6.1
CCOC(=O)[C@H](C)NP(=O)(OC[C@H]1C=C[C@@H](n2cnc3c(N)ncnc32)C1)Oc1ccccc1,7.7
CCOC(=O)[C@H](Cc1ccc(OP(=O)(CO[C@H](C)Cn2cnc3c(N)ncnc32)N[C@@H](C)C(=O)OC(C)C)cc1)NC(=O)OCc1ccccc1,8.44
CCOC(=O)c1c(N)sc(C(=O)Nc2ccc(F)c(C)c2)c1C,5.21
CCOC(=O)c1cc2c(CN(C)C)c(O)c(OC)cc2nc1CSc1ccc(F)cc1,4.76
CCOC(=O)c1cc2c(CN(C)C)c(O)c(OC)cc2nc1CSc1ccccc1OC,4.69
CCOC(=O)c1cc2c(CN(C)C)c(O)c(OC)cc2nc1C[S+]([O-])c1ccc(F)cc1,4.66
CCOC(=O)c1cc2c(CN3CCCC3)c(O)c(OC)cc2nc1CSc1ccc(F)cc1,5.07
CCOC(=O)c1cc2c(CN3CCCC3)c(O)c(OC)cc2nc1C[S+]([O-])c1ccc(F)c(F)c1,5.28
CCOC(=O)c1cc2c(CN3CCCC3)c(O)c(OC)cc2nc1C[S+]([O-])c1ccc(F)cc1,4.97
CCOC(=O)c1cc2c(CN3CCCCC3)c(O)c(OC)cc2nc1CSc1ccc(F)c(F)c1,4.62
CCOC(=O)c1cc2c(CN3CCCCC3)c(O)c(OC)cc2nc1CSc1ccccc1,4.34
CCOC(=O)c1cc2c(CN3CCN(C)CC3)c(O)c(OC)cc2nc1CSc1ccc(F)c(F)c1,4.95
CCOC(=O)c1cc2c(CN3CCOCC3)c(O)c(OC)cc2nc1CSc1ccc(F)c(F)c1,5.24
CCOC(=O)c1cc2c(Cn3ccnc3)c(O)c(OC)cc2nc1CSc1ccc(F)c(F)c1,5.03
CCOC(=O)c1cc2c(Cn3ccnc3)c(O)c(OC)cc2nc1CSc1ccc(F)cc1,4.38
CCOC(=O)c1cc2c(Cn3ccnc3)c(O)c(OC)cc2nc1CSc1cccc(OC)c1,4.19
CCOC(=O)c1cc2c(Cn3ccnc3)c(O)c(OC)cc2nc1C[S+]([O-])c1ccc(F)c(F)c1,4.9
CCOC(=O)c1cc2c(Cn3ccnc3)c(O)c(OC)cc2nc1C[S+]([O-])c1ccc(F)cc1,5.33
CCOC(=O)c1cc2c(Cn3ccnc3)c(O)c(OC)cc2nc1C[S+]([O-])c1cccc(OC)c1,4.48
CCOC(=O)c1cc2c(Cn3ccnc3C)c(O)c(OC)cc2nc1CSc1ccc(F)cc1,4.79
CCOC(=O)c1cc2cc(OC)c(O)c(CN3C=NCC3)c2nc1C[S+]([O-])c1ccc(F)c(F)c1,5.58
CCOC(=O)c1cc2cc(OC)c(O)c(CN3CCCC3)c2nc1CSc1ccccc1,4.43
CCOC(=O)c1cc2cc(OC)c(O)c(Cn3ccnc3)c2nc1C[S+]([O-])c1ccc(F)c(F)c1,5.58
CCOC(=O)c1cc2cc(OC)c(O)c(Cn3ccnc3)c2nc1C[S+]([O-])c1ccc(F)cc1,5.46
CCOC(=O)c1cccc(OP(=O)(N[C@@H](C)C(=O)OC)OC[C@H]2C=C[C@@H](n3cnc4c(N)ncnc43)C2)c1,8.4
CCOC(=O)c1ccccc1OP(=O)(N[C@@H](C)C(=O)OC)OC[C@H]1C=C[C@@H](n2cnc3c(N)ncnc32)C1,8.4
CCOC(=O)c1cn(COCCO)c(=S)[nH]c1=O,4.74
CCOC(=O)c1nc(-c2ncc(C)s2)sc1CC(C)C,6.85
CCOC(=O)c1nc(-c2nccs2)sc1CC(C)C,5.96
CCOC(=O)c1sc(-c2nc(C)cs2)nc1CC(C)C,6.85
CCOCC(=O)OC(C)(C)[C@H](OC(C)=O)[C@H](C[C@@H](C)C1=C2C[C@H](OC(C)=O)[C@H]3[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@]3(C)[C@@]2(C)CC1)OC(C)=O,4.85
CCOCC(=O)OCCc1c(-c2ccccc2Cl)c2cc(Cl)ccc2[nH]c1=O,4.02
CCOCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@]3(O)[C@@H]2C[C@@H](OC(=O)/C=C(\C)C(C)C)[C@@]2(C)[C@]3(O)CC[C@@]2(O)C(C)=O)C1,4.86
CCOCC(=O)O[C@H]1C[C@@H]2C(=CC[C@@H]3[C@@]2(C)C(=O)C[C@]2(C)[C@@H]([C@@](C)(O)C(=O)CCC(C)(C)O)[C@H](OC(=O)COCC)C[C@@]32C)C(C)(C)[C@@H]1OC(=O)COCC,4.07
CCOCC(=O)O[C@H]1C[C@@H]2C(=CC[C@@H]3[C@@]2(C)C(=O)C[C@]2(C)[C@@H]([C@@](C)(O)C(=O)CCC(C)(C)OC(=O)COCC)[C@H](OC(=O)COCC)C[C@@]32C)C(C)(C)[C@@H]1OC(=O)COCC,4.09
CCOCC(=O)O[C@H]1C[C@@H]2C(=CC[C@@H]3[C@@]2(C)C(=O)C[C@]2(C)[C@@H]([C@@](C)(O)C(=O)CCC(C)(C)OC(C)=O)[C@H](OC(C)=O)C[C@@]32C)C(C)(C)[C@@H]1OC(=O)COCC,5.0
CCOCCOc1cc2c(cc1OC)-c1cc(=O)c(C(=O)O)cn1C(CC)C2,7.25
CCOc1cc(Br)c(OCCC(=O)O)cc1-c1cc(=O)c2cccc(Cl)c2o1,6.96
CCOc1cc2c(cc1O)-c1cc(=O)c(C(=O)O)cn1C(C)C2,5.73
CCOc1cc2c(cc1OC)-c1cc(=O)c(C(=O)O)cn1C(C)C2,7.01
CCOc1cc2c(cc1OC)-c1cc(=O)c(C(=O)O)cn1C(CC)C2,7.37
CCOc1cc2c(cc1OC)CC(C)n1cc(C(=O)O)c(=O)cc1-2,5.92
CCOc1ccc(-c2cc(NC(=O)c3cc(OC)ccc3O)c[nH]c2=O)cc1,4.31
CCOc1ccc(-c2cc(NC(=O)c3ccc(C(F)(F)F)cc3O)c[nH]c2=O)cc1,5.47
CCOc1ccc(-c2cc(NC(=O)c3ccc(C)cc3O)c[nH]c2=O)cc1,4.21
CCOc1ccc(-c2cc(NC(=O)c3ccc(Cl)cc3O)c[nH]c2=O)cc1,4.64
CCOc1ccc(-c2cc(NC(=O)c3ccc(F)cc3O)c[nH]c2=O)cc1,4.55
CCOc1ccc(-c2cc(NC(=O)c3ccc(OC)cc3O)c[nH]c2=O)cc1,4.38
CCOc1ccc(-c2cc(NC(=O)c3cccc(OC)c3O)c[nH]c2=O)cc1,4.51
CCOc1ccc(-c2cc(NC(=O)c3ccccc3O)c[nH]c2=O)cc1,4.82
CCOc1ccc(-c2nn(Cc3ccc(C#N)cc3)c(=O)c3ccccc23)c(F)n1,5.68
CCOc1ccc(-n2cc(C(=O)c3ccc(OC)cc3O)ccc2=O)cc1,6.69
CCOc1ccc(C[C@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)c2ccccc2)C(=O)OC)cc1,4.86
CCOc1ccc(Cl)c2oc3cc(N4CCC(C(=O)O)C4)ccc3c(=O)c12,5.54
CCOc1ccc(Sc2nc(N)nc3c2ncn3CCOCP(=O)(OCC(F)(F)F)OCC(F)(F)F)cc1,6.19
CCOc1cccc(-c2cc(C(=O)N3CCC(Cc4ccccc4)CC3)c3ccccc3n2)c1,5.01
CCOc1cccc(/C=C/C(=O)O[C@H]2CC[C@@]3(C)C(=CC[C@]4(O)[C@@H]3C[C@@H](OC(=O)/C=C(\C)C(C)C)[C@@]3(C)[C@]4(O)CC[C@@]3(O)C(C)=O)C2)c1,5.03
CCOc1cccc(S[C@H]2C[C@@H](C)[C@H]([C@H]3C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N3C)O2)c1,6.74
CCOc1ccccc1/C=C/C(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@]3(O)[C@@H]2C[C@@H](OC(=O)/C=C(\C)C(C)C)[C@@]2(C)[C@]3(O)CC[C@@]2(O)C(C)=O)C1,4.92
CC[C@@H](C)NS(=O)(=O)c1ccc(F)c(C(=O)Nc2ccc(F)c(F)c2)c1,7.32
CC[C@@H](C)NS(=O)(=O)c1cccc(C(=O)Nc2ccc(F)cc2)c1,6.05
CC[C@@H]1Cc2cc(OC)c(OC)cc2-c2cc(=O)c(C(=O)O)cn21,7.31
CC[C@@H]1NC(=O)C([C@@H]2OC(O)C[C@H]2C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O,4.92
CC[C@@H]1NC(=O)[C@H]([C@@H]2OC(OC)C[C@H]2C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O,4.87
CC[C@@H]1NC(=O)[C@H]([C@@H]2OC(OCCC(=O)OC)C[C@H]2C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O,5.03
CC[C@@H]1NC(=O)[C@H]([C@@H]2O[C@@H](Oc3cc(OC)cc(OC)c3)C[C@H]2C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O,6.16
CC[C@@H]1NC(=O)[C@H]([C@@H]2O[C@@H](Oc3cccc(OCc4ccccc4)c3)C[C@H]2C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O,6.46
CC[C@@H]1NC(=O)[C@H]([C@@H]2O[C@@H](Sc3c(OC)cccc3OC)C[C@H]2C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O,5.66
CC[C@@H]1NC(=O)[C@H]([C@@H]2O[C@@H](Sc3cc(Cl)cc(OC)c3)C[C@H]2C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O,6.94
CC[C@@H]1NC(=O)[C@H]([C@@H]2O[C@@H](Sc3cc(Cl)cc(OCc4ccc(F)cc4)c3)C[C@H]2C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O,6.38
CC[C@@H]1NC(=O)[C@H]([C@@H]2O[C@@H](Sc3cc(OC)cc(OC)c3)C[C@H]2C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O,6.93
CC[C@@H]1NC(=O)[C@H]([C@@H]2O[C@@H](Sc3ccc(C)cc3)C[C@H]2C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O,6.55
CC[C@@H]1NC(=O)[C@H]([C@@H]2O[C@@H](Sc3ccc(CN4CCN(C)CC4)cc3)C[C@H]2C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O,5.81
CC[C@@H]1NC(=O)[C@H]([C@@H]2O[C@@H](Sc3ccc(Cl)c(OC)c3)C[C@H]2C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O,7.0
CC[C@@H]1NC(=O)[C@H]([C@@H]2O[C@@H](Sc3ccc(Cl)c(OCc4ccccc4)c3)C[C@H]2C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O,6.67
CC[C@@H]1NC(=O)[C@H]([C@@H]2O[C@@H](Sc3ccc(N4CCOCC4)cc3)C[C@H]2C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O,5.9
CC[C@@H]1NC(=O)[C@H]([C@@H]2O[C@@H](Sc3ccc(OC)c(OC)c3)C[C@H]2C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O,6.46
CC[C@@H]1NC(=O)[C@H]([C@@H]2O[C@@H](Sc3ccc(OC)cc3)C[C@H]2C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O,6.0
CC[C@@H]1NC(=O)[C@H]([C@@H]2O[C@@H](Sc3ccc(OCc4ccccc4)cc3)C[C@H]2C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O,6.59
